Country,Property Type,Size Factor,Price Factor,Bathroom Factor,Building Age Factor,Density vs. Modernity Factor
Turkey,apartment,1.3894854221696435,0.4120639625686741,0.6434739558768829,1.371222501429911,-1.4695314563928454
Turkey,apartment,-0.1986876628117692,1.339293969412193,2.0870618317602734,0.0970298921590352,1.9087324041938247
Turkey,apartment,-2.193451904129348,1.0667602185777625,-0.7802609899349467,-0.0919830460107364,-0.2881856902028338
Turkey,apartment,-0.4789299388073147,0.2521868853219024,-0.4674880764040767,0.3403355970995018,-0.1183017038727949
Turkey,apartment,0.0795967405207547,-0.3348481389777715,-0.2096075413764028,0.7719630901547564,-0.0268840755770147
Montenegro,apartment,-0.5405404512953265,0.5557857207308283,-0.6453359920681359,-0.0722634094993135,-0.1399558568503524
Montenegro,apartment,-2.365066508051504,0.839720524295343,-1.22431601159974,-0.6424822868083817,0.3720971761315821
Montenegro,apartment,-1.114734547316102,0.9556458125478504,-0.7668644118249703,-0.2679906970988553,-0.1237316066865917
Montenegro,apartment,-0.1867878823079335,0.2725546937801312,0.1698710558145337,0.8197601139327592,-0.6231871160055463
Montenegro,apartment,-1.1620144278063445,1.198173360377366,-0.945982966084647,-0.481363431071785,-0.0775669535272478
Montenegro,apartment,-0.5260195564644481,1.639788995598071,2.182651177269876,-0.254988727497787,1.099021366049477
Montenegro,apartment,-1.0028454892280556,0.9459993102847736,-0.6999118911853631,-0.1921274166525423,-0.176702155215818
Uzbekistan,apartment,-2.145244197902001,-0.3339594907701225,-0.8533232880705431,0.1444568914593426,0.8487877849226537
Uzbekistan,apartment,-1.2887755248900037,-0.1114398517281399,0.3639610456337303,0.949657359999084,-0.8001273752855248
Turkey,apartment,-0.6228921379593869,0.952114679304448,-0.0001012631834755,0.5650803234699651,-0.9475071774527254
Turkey,apartment,-1.8651171116661605,1.2643189054291968,-1.074874991657249,-0.4610506034082061,-0.1206816147133383
Turkey,apartment,1.15636542093581,0.289979527885652,0.1221200886853721,0.9621884830557792,-0.8248014706104347
Turkey,apartment,-0.1120724737486099,1.5975223330725612,1.84003518595796,-0.3536110280720488,1.508622148419735
Turkey,apartment,-0.0245841242924703,0.2736699416598513,-0.233981224066905,0.6022712297413881,-0.3273488335872488
Turkey,apartment,-0.1612119372011424,0.4717823169325935,-0.4438606190143615,0.1754851438111378,-0.2870805921954635
Montenegro,apartment,-1.087871510005293,0.5369614998541561,-0.4874256399297481,0.0668252178684843,-0.1779746079912447
Turkey,apartment,0.8408878526380397,-0.5962767418909692,-1.123339517318665,0.1597799740549852,1.0617326137689898
Montenegro,apartment,-0.9318007860091884,0.5907728335377481,-0.338266189437315,0.1255675933974273,-0.4953679077038598
Montenegro,apartment,-0.9125707961626274,1.768581126719766,1.791269017228596,-0.593820411039037,1.5409803021900697
Montenegro,apartment,0.3226203424274475,0.686261067396963,0.3609340270902768,0.8244539906593779,-1.2658655500214526
Montenegro,apartment,-2.321239486710886,0.5820766344660547,-1.0546191726882872,-0.7405027429387125,0.2543674482401507
Montenegro,apartment,0.3414611597649752,1.7485154349858731,2.369116090736632,-0.0867689266832662,0.8607404565447685
Uzbekistan,apartment,-2.163297728281294,-0.3229108350921399,-0.8414320586204944,0.1499437997664373,0.8232045291684691
Montenegro,apartment,-1.0700344865090483,0.7510988521628097,-0.6131727197856829,-0.0850780566757538,-0.1649091746100829
Uzbekistan,apartment,-2.633667575992134,-0.1846541218112542,0.0569819368970431,0.8344409224530739,-0.4991427516454141
Uzbekistan,apartment,-1.3171614066480246,0.682967413421351,2.1749035839344137,0.0354219177057022,1.736052922572617
Uzbekistan,apartment,-2.3292180005050747,0.027579213298681,-0.3866298623800133,0.2694882858316376,-0.204064781387828
Turkey,apartment,-1.4220066636316044,1.55953072683488,1.9621766464247856,-0.7331878453718073,1.5456189738960044
Turkey,apartment,-0.5802065240310968,0.8230172303107778,-0.0585812920607703,0.6103122898053158,-0.7920090987668521
Turkey,apartment,-0.1110369114401775,1.532466771094138,2.1824294243740017,0.0758218251142171,1.2470584275514056
Turkey,apartment,-0.0050914085199083,0.4012178095414857,-0.5236175561579064,0.3292286026478305,-0.1046226211204893
Turkey,apartment,-2.271981269234334,1.2818943723679468,-0.9053492196666112,-0.257791955170439,-0.2819923090206959
